Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
44245196,The Great Mental Models: General Thinking Concepts,Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""""","=""""",3,4.08,Latticework Publishing Inc.,Audiobook,216,2019,2018,,2020/08/16,,,read,,,,1,0
14912777,Turning Pro,Steven Pressfield,"Pressfield, Steven",,"=""""","=""""",2,4.15,Black Irish Books,Kindle Edition,148,2012,2012,2020/08/09,2020/08/11,,,read,,,,1,0
1319,The War of Art: Winning the Inner Creative Battle,Steven Pressfield,"Pressfield, Steven",,"=""0446691437""","=""9780446691437""",0,3.99,Warner Books,Paperback,168,2003,2002,,2020/08/03,to-read,to-read (#11),to-read,,,,0,0
40725353,The Artist's Journey: The Wake of the Hero's Journey and the Lifelong Pursuit of Meaning,Steven Pressfield,"Pressfield, Steven",Shawn Coyne,"=""""","=""""",0,4.14,Black Irish Entertainment LLC,Kindle Edition,165,2018,2018,,2020/08/03,to-read,to-read (#10),to-read,,,,0,0
23266903,I'm Not for Everyone. Neither Are You.,David Leddick,"Leddick, David","Shawn Coyne, Steven Pressfield","=""""","=""""",0,3.97,Black Irish Entertainment LLC,Kindle Edition,154,2014,2014,,2020/08/03,to-read,to-read (#9),to-read,,,,0,0
27068734,But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,"Klosterman, Chuck",,"=""0399184120""","=""9780399184123""",4,3.66,Penguin Press,Hardcover,262,2016,2016,2020/07/28,2016/06/04,,,read,,,,1,0
36975276,The Heart To Start: Stop Procrastinating & Start Creating,David Kadavy,"Kadavy, David",,"=""""","=""""",2,4.18,"Kadavy, Inc.",Kindle Edition,140,2017,,,2020/07/20,,,read,,,,1,0
42086897,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""1473680336""","=""9781473680333""",3,4.15,JOHN MURRAY,Paperback,308,2019,2019,,2020/07/19,,,read,,,,2,0
762464,Beating the Street,Peter Lynch,"Lynch, Peter",John Rothchild,"=""0671891634""","=""9780671891633""",4,4.09,Simon & Schuster,Paperback,337,1994,1992,,2020/07/15,,,read,,,,1,0
56627,Stumbling on Happiness,Daniel Todd Gilbert,"Gilbert, Daniel Todd",,"=""1400077427""","=""9781400077427""",3,3.82,Vintage,Paperback,263,2007,2006,2019/11/01,2020/06/24,,,read,,,,1,0
23199435,Herr Pep,Martí Perarnau Grau,"Grau, Martí Perarnau",,"=""""","=""9788415242741""",3,4.13,Roca Editorial,ebook,353,2014,2014,2017/09/24,2016/05/17,,,read,,,,1,0
8608719,The Business of the 21st Century,Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""""","=""""",1,3.88,DreamBuilders,Paperback,117,2010,,,2020/06/21,,,read,,,,1,0
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",2,3.83,Portfolio,Hardcover,288,2018,2018,,2020/06/21,,,read,,,,1,0
36185940,Factfulness: Ten Reasons We're Wrong About the World—and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Anna Rosling Rönnlund, Ola Rosling","=""""","=""""",5,4.36,Flatiron Books,Kindle Edition,341,2018,2018,2020/06/19,2020/06/10,,,read,,,,1,0
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",2,4.07,Currency,Hardcover,260,2014,2011,,2020/06/13,,,read,,,,1,0
41732254,Playing with FIRE (Financial Independence Retire Early): How Far Would You Go for Financial Freedom?,Scott Rieckens,"Rieckens, Scott",Mr. Money Mustache,"=""1608685802""","=""9781608685806""",3,3.79,New World Library,Paperback,224,2019,2019,,2020/06/03,,,read,,,,1,0
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",4,4.19,Tim Duggan Books,Paperback,126,2017,2017,,2020/05/31,,,read,,,,1,0
42585299,Raised in Captivity: Fictional Nonfiction,Chuck Klosterman,"Klosterman, Chuck",,"=""0735217920""","=""9780735217928""",5,3.59,Penguin Press,Hardcover,320,2019,2019,,2020/05/27,,,read,,,,1,0
1202961,Naming the World: And Other Exercises for the Creative Writer,Bret Anthony Johnston,"Johnston, Bret Anthony",,"=""0812975480""","=""9780812975482""",5,4.17,Random House Trade Paperbacks,Paperback,400,2008,2008,,2020/04/25,,,read,,,,1,0
42373033,The Price We Pay: What Broke American Health Care--and How to Fix It,Marty Makary,"Makary, Marty",,"=""1635574110""","=""9781635574111""",5,4.48,Bloomsbury Publishing,Hardcover,288,2019,2019,2020/04/25,2020/04/05,,,read,,,,2,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",3,3.99,Penguin,Kindle Edition,299,2018,2017,2020/04/05,2020/04/05,,,read,,,,1,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""""","=""""",5,4.23,"Little, Brown and Company",Kindle Edition,262,2017,2014,2020/03/01,2020/03/01,,,read,,,,1,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",4,4.14,Portfolio,Hardcover,226,2016,2016,,2020/02/20,,,read,,,,2,0
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,"Collins, James C.",Jim Collins,"=""0066620996""","=""9780066620992""",3,4.14,HarperBusiness,Hardcover,300,2001,2001,2020/01/29,2020/01/20,,,read,,,,1,0
6366371,You Are Here: Discovering the Magic of the Present Moment,Thich Nhat Hanh,"Hanh, Thich Nhat",Sherab Chödzin Kohn,"=""1590306759""","=""9781590306758""",4,4.28,Shambhala,Hardcover,143,2009,2004,,2020/01/20,,,read,,,,1,0
36146011,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",,"=""""","=""""",3,4.10,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,2020/01/10,2019/11/02,,,read,,,,1,0
49674113,The Last Conversation,Paul Tremblay,"Tremblay, Paul",,"=""""","=""""",3,3.75,Amazon Original Stories,Kindle Edition,56,2019,2019,2019/12/31,2019/12/29,,,read,,,,1,0
49665863,You Have Arrived at Your Destination,Amor Towles,"Towles, Amor",,"=""""","=""""",2,3.48,Amazon Original Stories,Kindle Edition,54,2019,2019,2019/12/17,2019/12/15,,,read,,,,1,0
49661162,Randomize,Andy Weir,"Weir, Andy",,"=""""","=""""",2,3.52,Amazon Original Stories,Kindle Edition,28,2019,2019,2019/11/01,2019/11/01,,,read,,,,1,0
37810043,Dealing with Difficult People (HBR Emotional Intelligence Series),Harvard Business Review,"Review, Harvard Business",,"=""""","=""""",2,3.69,Harvard Business Review Press,Kindle Edition,63,2018,2007,,2019/12/15,,,read,,,,1,0
43428184,"Everyday Chaos: Technology, Complexity, and How We’re Thriving in a New World of Possibility",David Weinberger,"Weinberger, David",,"=""""","=""""",5,3.81,Harvard Business Review Press,Kindle Edition,239,2019,,2019/12/03,2019/12/03,,,read,,,,1,0
37702960,Regulatory Hacking: A Playbook for Startups,Evan Burfield,"Burfield, Evan",,"=""0525533206""","=""9780525533207""",3,4.01,Portfolio,Hardcover,320,2018,,,2019/11/02,,,read,,,,1,0
8117684,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,"Lamott, Anne",,"=""""","=""""",3,4.23,,Kindle Edition,274,,1994,2019/10/15,2019/10/02,,,read,,,,1,0
112731,How to Win Every Argument: The Use and Abuse of Logic,Madsen Pirie,"Pirie, Madsen",,"=""0826490069""","=""9780826490063""",4,3.52,Continuum Intl Pub Group,Hardcover,182,2006,2006,,2019/10/03,,,read,,,,1,0
45836771,"Make, Think, Imagine: Engineering the Future of Civilisation",John Browne,"Browne, John",,"=""1526605716""","=""9781526605719""",3,3.48,Bloomsbury Publishing,Hardcover,432,2019,,2019/09/20,2019/09/01,,,read,,,,1,0
44080495,Talking to My Daughter: A Brief History of Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",,"=""147357210X""","=""9781473572102""",5,4.12,Vintage Digital,ebook,,2019,2013,,2019/09/07,,,read,,,,1,0
39078159,How To Be Right… in a World Gone Wrong,James O'Brien,"O'Brien, James",,"=""0753553112""","=""9780753553114""",3,4.15,Virgin Digital,ebook,,2018,2018,,2019/09/01,,,read,,,,1,0
449854,"Padre Rico, Padre Pobre (Spanish Edition)",Kiyosaki Robert T,"T, Kiyosaki Robert",,"=""9870400450""","=""9789870400455""",5,4.12,Aguilar,Paperback,278,2005,1997,,2016/01/24,,,read,,,,1,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",3,4.14,Riverhead Books,Hardcover,352,2019,2019,2019/08/27,2019/08/07,,,read,,,,1,0
13102425,Letters from a Stoic,Seneca,"Seneca, Seneca",Richard Mott Gummere,"=""""","=""""",0,4.35,,Kindle Edition,741,2011,65,,2019/08/26,currently-reading,currently-reading (#1),currently-reading,,,,1,0
44547620,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,"=""""","=""""",3,3.71,G.P. Putnam's Sons,Kindle Edition,352,2018,2018,2019/08/06,2019/07/27,,,read,,,,1,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Irina Henegar, Barry Fox","=""0316010669""","=""9780316010665""",3,3.96,Back Bay Books,Paperback,296,2007,2005,2019/07/26,2019/07/14,,,read,,,,1,0
39863447,"Loonshots: How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",Safi Bahcall,"Bahcall, Safi",,"=""1250185963""","=""9781250185969""",4,4.02,St. Martin's Press,Hardcover,368,2019,2019,2019/07/14,2019/06/29,,,read,,,,1,0
522525,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",Carol Tavris,"Tavris, Carol",Elliot Aronson,"=""0151010986""","=""9780151010981""",2,4.03,Houghton Mifflin Harcourt,Hardcover,304,2007,2007,,2019/07/11,,,read,,,,1,0
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",3,3.92,Harmony,ebook,308,2007,2007,2019/07/11,2019/02/10,,,read,,,,1,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas","David Chandler, Микола Климчук","=""""","=""""",3,3.95,Random House ,Hardcover,366,2007,2007,2019/06/29,2019/05/14,,,read,,,,1,0
23398748,Doing Good Better: How Effective Altruism Can Help You Make a Difference,William MacAskill,"MacAskill, William",,"=""1592409105""","=""9781592409105""",4,4.22,Avery,Hardcover,272,2015,2015,2019/06/15,2019/06/07,,,read,,,,1,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",5,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,2019/05/14,2019/04/24,,,read,,,,1,0
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,"=""0451493249""","=""9780451493248""",3,4.15,Knopf,Hardcover,288,2018,2018,,2019/04/24,,,read,,,,1,0
35412097,When: The Scientific Secrets of Perfect Timing,Daniel H. Pink,"Pink, Daniel H.",,"=""0735210624""","=""9780735210622""",3,3.79,Riverhead Books,Hardcover,272,2018,2018,2019/04/07,2019/03/31,,,read,,,,1,0
41135738,Memoria de mis putas tristes,Gabriel García Márquez,"Márquez, Gabriel García",,"=""""","=""9786070727504""",4,3.59,Diana México,Edición Kindle,112,2015,2004,,2018/10/06,,,read,,,,1,0
29371049,Memoria de mis putas tristes,Gabriel García Márquez,"Márquez, Gabriel García",,"=""6070729196""","=""9786070729195""",4,3.59,Diana,Paperback,128,2015,2004,2016/04/15,2016/04/15,,,read,,,,1,0
